origin,origin_stop_name,destination,dest_stop_name,travel_time_formatted,num_transfers,path_length_stops,travel_time_seconds
LTFRB_1907,"Estrada / Arellano Ave Intersection, Manila",LTFRB_4066,"Unnamed Road, City of San Jose del Monte, Manila",03:17:29,9,155,11849.0
LTFRB_2683,"Marcos Alvarez Ave, Las Piñas City, Manila",LTFRB_4952,Central Terminal LRT,Infinite,-1,0,inf
LTFRB_4146,"North Luzon Expressway, Marilao, Manila",LTFRB_4583,"Madrigal Avenue, Montinlupa City",03:42:59,23,106,13379.0
LTFRB_2390,"Dr A. Santos Ave / President's Ave Intersection, Parañaque City, Manila",LTFRB_2936,"Innove Makati, Chino Roces Ave, Makati City, Manila",00:53:37,5,24,3217.0
LTFRB_1551,"Claro M. Recto Ave / Jose Abad Santos Ave. Intersection, Manila",LTFRB_2294,"Diosdado Macapagal Blvd, Lungsod ng Pasay, Manila",00:52:29,11,32,3149.0
LTFRB_4352,"Katipunan Ave, Quezon City, Manila",LTFRB_821,"Regalado Highway / Commonwealth Avenue Intersection, Quezon City",01:12:15,5,46,4335.0
LTFRB_1417,"Norberto S. Amoranto Street / Calavite Intersection, Quezon City",LTFRB_3951,"Norzagaray-Santa Maria Rd, Santa Maria, Manila",02:50:21,5,144,10221.0
LTFRB_2704,"Queen's Main Ave, Bacoor City, Manila",LTFRB_3928,"Norzagaray-Santa Maria Rd, Santa Maria, Manila",04:54:07,16,205,17647.0
FORT_5,"Stopover, Taguig City",LTFRB_301,"Poblacion Market, Caloocan City",01:30:41,16,56,5441.0
LTFRB_2799,"F. de Castro Elementary School, Congressional Rd,  General Mariano Alvarez, Manila",LTFRB_3028,"Dr Sixto Antonio Ave, Pasig City, Manila",03:10:59,9,129,11459.0
LTFRB_2424,"Yellow Cab Pizza, Emilio Aguinaldo Hwy, Bacoor City, Manila",LTFRB_3861,"Lawaan St, Marikina City, Manila",02:58:52,16,116,10732.0
LTFRB_1107,"Ambuklao, Quezon City",LTFRB_2357,"P. Dandan / Quirino Ave Intersection, Parañaque City, Manila",02:01:37,15,90,7297.0
LTFRB_1185,"Baesa Road / Julieta Street Intersection, Quirino Highway, Quezon City",LTFRB_378,"F. Benitez Elementary School, Juan Luma, Caloocan City",00:42:27,8,38,2547.0
LTFRB_2247,"National Kidney and Transplant Institute, East Ave, Quezon City, Manila",LTFRB_805,"Bristol Street, Quezon City",00:59:42,3,35,3582.0
LTFRB_3626,"Marcos Hwy, Antipolo City, Manila",LTFRB_4675,"Evangelista Street, Manila City",Infinite,-1,0,inf
LTFRB_2902,"Food Terminal Incorporated, DBP Ave, Taguig City, Manila, Manila",LTFRB_4377,"St Joseph College of Novaliches, Congressional Road Extension, Caloocan City, Manila",02:33:44,19,93,9224.0
LTFRB_423,"Quirino Highway, City of San Jose del Monte",LTFRB_856,"Payatas Road, Quezon City",01:39:42,7,79,5982.0
LTFRB_192,"N Naval, Malabon City",LTFRB_4372,"P. Velasquez St / Quirino Av, Quezon City, Manila",01:21:17,11,59,4877.0
LTFRB_3042,"C. Raymundo Ave, Pasig City, Manila",LTFRB_3208,"Eulogio Rodriguez Jr Ave / Doña Julia Vargas Ave Intersection, Pasig City, Manila",00:17:17,2,14,1037.0
LTFRB_1405,"Sitio San Roque, Agham (North Triangle), Quezon City",LTFRB_2347,"Conrad's Cafre and Grill, Domestic Rd, Lungsod ng Pasay, Manila",01:37:53,15,72,5873.0
LTFRB_2242,"Kalayaan Ave, Quezon City, Manila",LTFRB_836,"Commonwealth Avenue / Fairlane Intersection, Quezon City",00:53:30,5,33,3210.0
LTFRB_1160,"5th Street / Macbagdal Intersection, Caloocan City",LTFRB_4766,"Damong Maliit Road, Caloocan City",01:01:02,5,49,3662.0
LTFRB_3416,"5th Avenue, Pagis City, Manila",LTFRB_4081,"Colegio de San Jose del Monte, City of San Jose del Monte, Manila",03:30:52,14,170,12652.0
LTFRB_3984,"Santa Maria San Jose Rd, Santa Maria, Manila",LTFRB_641,"Bagabaguin Road, Caloocan City",01:56:57,3,94,7017.0
LTFRB_2301,"Roxas Blvd / Redemptorist Road Intersection, Parañaque City, Manila",LTFRB_2603,"Dasmariñas (DBB) Elementary School, Congressional Rd, Lungsod ng Dasmariñas, Manila",02:15:56,6,78,8156.0
LTFRB_2775,"Governor's Drive, Carmona, Manila",LTFRB_4504,"Ung Siu Buddhist Temple, J. Teodoro / 6th Ave West, Caloocan City, Manila",03:41:08,16,102,13268.0
LTFRB_2006,"Kalayaan Ave / South Ave Intersection, Makati City, Manila",LTFRB_2483,"Emilio Aguinaldo Hwy / Holiday Ave Intersection, Imus, Manila",01:40:12,7,71,6012.0
LTFRB_3549,"Ortigas Avenue Extension, Tatay, Manila",LTFRB_4116,"San Jose del Monte - Marilao Rd, Marilao, Manila",03:09:34,13,147,11374.0
LTFRB_2132,"12th / Dona Juana S. Rodriguez Ave Intersection, Quezon City, Manila",LTFRB_4297,"Pacita Commercial Centre, San Pedro, Manila",02:57:08,19,91,10628.0
LTFRB_3715,"Felix Ave, Cainta, Manila",LTFRB_731,"Quirino Highway, Quezon City",01:29:10,6,67,5350.0
LTFRB_4435,"Monte de Piedad St / Sgt. J. Catolos, Quezon City, Manila",LTFRB_54,"MacDonalds, MacArthur Highway, City of Meycauayan",01:26:44,8,64,5204.0
LTFRB_1639,"Padre Burgos St, Manila",LTFRB_3345,"Velasquez St, Taytay, Manila",01:49:07,8,55,6547.0
LTFRB_3472,"Un- named road near J. Sumulong Rd, Teresa, Manila",LTFRB_94,"Calalang General Hospital, MacArthur Highway, Malabon City",Infinite,-1,0,inf
LTFRB_2716,"South Luzon Expressway, Muntinlupa City, Manila",LTFRB_4333,"D Romualdez Sr / Zobel, Manila",02:02:55,12,53,7375.0
LTFRB_2074,"Quezon Institute, Eulogio Rodriguez Sr Ave, Quezon City, Manila",LTFRB_2258,"BIR Rd, Quezon City, Manila",00:28:39,5,21,1719.0
LTFRB_2687,"Marcos Alvarez Ave / Alvarez Extension Intersection, Las Piñas City, Manila",LTFRB_2788,"Congressional Rd,  General Mariano Alvarez, Manila",02:19:56,4,81,8396.0
LTFRB_1118,"North Luzon Expressway, Valenzuela City",LTFRB_1750,"P. Villanueva, Lungsod ng Pasay",01:30:23,14,49,5423.0
LTFRB_2776,"Governor's Drive, Carmona, Manila",LTFRB_364,"4th Avenue / Nadurata Intersection, Caloocan City",03:41:36,17,104,13296.0
LTFRB_2449,"Emilio Aguinaldo Hwy, Lungsod ng Dasmariñas, Manila",LTFRB_2461,"Emilio Aguinaldo Hwy, Silang, Manila",00:31:58,0,27,1918.0
LTFRB_132,"Santa Maria General Hospital, JC De Jesus Street, Santa Maria",LTFRB_2265,"University Ave, Quezon City, Manila",02:17:06,10,99,8226.0
LTFRB_4536,"Pedro Escueta Street, Binan City",LTFRB_585,"Deparo Road / Golden Shower Intersection, Caloocan City",Infinite,-1,0,inf
LTFRB_285,"Circimferential Road 4, Malabon City",LTFRB_756,"Quirino Highway, Calcoocan City",01:46:43,11,75,6403.0
LTFRB_1742,"Epifanio de los Santos Avenue, Lungsod ng Pasay",LTFRB_3629,"Marcos Hwy, Antipolo City, Manila",02:22:07,10,93,8527.0
LTFRB_4083,"TRF Hotel, City of San Jose del Monte, Manila",LTFRB_929,"Gen. A Luna / Buenviaje Street Intersection, San Mateo",03:24:48,12,175,12288.0
LTFRB_1636,"Antonio C. Delgado / 13th St Intersection, Manila",LTFRB_4671,"Sta Maria, Manila City",00:24:03,4,23,1443.0
LTFRB_1740,"Jose Diokno Blvd, Lungsod ng Pasay",LTFRB_4360,"Katipunan Ave, Quezon City, Manila",01:38:30,12,58,5910.0
LTFRB_2335,"Airport Rd / Domestic Rd Intersection, Parañaque City, Manila",LTFRB_3430,"Ortigas Ave, Pagis City, Manila",01:12:43,11,38,4363.0
LTFRB_2797,"General Mariano Alvarez, Manila",LTFRB_4422,"Col. Bonny Serrano Ave, Quezon City, Manila",03:29:40,12,101,12580.0
LTFRB_1031,"Tandang Sora, Quezon City",LTFRB_2029,"Coronado, Mandaluyong City, Manila",01:21:02,10,52,4862.0
LTFRB_2749,"General Malvar St, Biñan City, Manila",LTFRB_4323,"Ozzy Car Spa, Bautista / Calatang, Makati City, Manila",02:31:46,16,87,9106.0
LTFRB_2443,"Emilio Aguinaldo Hwy, Lungsod ng Dasmariñas, Manila",LTFRB_4492,"T.M. Kalaw, Manila",02:28:40,6,91,8920.0
LTFRB_1918,"Finlandia / Dian Intersection, Manila",LTFRB_4084,"San Jose del Monte - Marilao Rd, City of San Jose del Monte, Manila",03:05:57,10,143,11157.0
LTFRB_1935,"Don Chino Roces Avenue / Pryce Center, Makati City",LTFRB_4179,"Congressional Rd, General Mariano Alvarez, Manila",02:47:46,8,80,10066.0
LTFRB_1089,"Road 3, Quezon City",LTFRB_3984,"Santa Maria San Jose Rd, Santa Maria, Manila",02:54:48,7,139,10488.0
LTFRB_2036,"F. Ortigas, Mandaluyong City, Manila",LTFRB_2597,"Dlshsi College of Medicine, Congressional Rd, Lungsod ng Dasmariñas, Manila",02:57:01,14,110,10621.0
LTFRB_2981,"M. L. Quezon St, Taguig City, Manila",LTFRB_3960,"Norzagaray-Santa Maria Rd, Santa Maria, Manila",03:37:01,14,169,13021.0
LTFRB_2067,"S Osmeña / Angono Intersection, Makati City, Manila",LTFRB_3603,"Sumulong Hwy, Antipolo City, Manila",01:33:13,7,58,5593.0
LTFRB_2253,"Matapang / Mapang-akit St Intersection, Quezon City, Manila",LTFRB_4167,"North Luzon Expressway, Marilao, Manila",02:03:58,8,86,7438.0
LTFRB_1622,"Padre Burgos St, Manila",LTFRB_184,"Sto Rosario Parish, Don Bastilio Bautista Boulevard, Malabon City",01:02:02,9,46,3722.0
LTFRB_1866,"F Y Manalo, Manila",LTFRB_743,"Joshua / Amos Intersection, Quezon City",01:58:14,10,67,7094.0
LTFRB_1731,"Harrison St, Manila",LTFRB_4301,"National Highway / Unnamed Rd, San Pedro, Manila",02:07:37,12,62,7657.0
LTFRB_3182,"San Miguel Ave, Pasig City, Manila",LTFRB_4034,"Quirino Highway, City of San Jose del Monte, Manila",03:09:05,16,138,11345.0
LTFRB_1099,"Congressional Avenue, Quezon City",LTFRB_294,"A. Mabini Avenue / Geronimo Intersection, Caloocan City",00:44:42,5,37,2682.0
LTFRB_207,"C. Arellano Road, Malabon City, Gen. Luna St., Bgy. Ibaba, Malabon City",LTFRB_2908,"South Luzon Expressway, Taguig City, Manila",01:33:20,9,46,5600.0
LTFRB_1346,"N. S. Amoranto Sr. Avenue / Banawe Avenue Intersection, Quezon City",LTFRB_3907,"Santa Maria Bypass Rd, Santa Maria, Manila",02:20:45,9,107,8445.0
LTFRB_1902,"Julio Nakpil, Manila",STOP_881853,Muntinlupa PNR ,Infinite,-1,0,inf
LTFRB_1760,"Cabrera St, Lungsod ng Pasay",LTFRB_790,"Polytechnic School, Quirino Highway, Quezon City",02:12:23,14,89,7943.0
LTFRB_121,"Mateo's Diagnostic Clinic & General Hospital, Governor Fortunato Halili Avenue, Bocaue",LTFRB_3278,"Ejercito Ave / A. Sandoval Ave, Pasig City, Manila",03:20:04,16,155,12004.0
LTFRB_1882,"President Quirino Ave. Ext / Paz St Intersection, Manila",LTFRB_2318,"Manila-Cavite Expressway, Las Piñas City, Manila",01:02:59,6,35,3779.0
LTFRB_1816,"G Tuazon / Union Civica Intersection, Manila",LTFRB_3446,"Ortigas Avenue Extension, Tatay Manila",01:28:10,6,53,5290.0
LTFRB_1308,"Andreas Bonifacio, Quezon City",LTFRB_3132,"Dr Jose P. Rizal Extension, Makati City, Manila",01:02:10,11,42,3730.0
LTFRB_226,M. Naval / Ignacio Intersection City of Navotas,LTFRB_2740,"South Luzon Expressway, Biñan City, Manila",03:51:53,14,105,13913.0
LTFRB_166,"Tawiran Public Clinic, Tawiran Road, Obando",LTFRB_4442,"Eulogio Rodriguez Sr. Ave / Don Alfredo Egea, Quezon City, Manila",01:56:06,12,90,6966.0
LTFRB_1103,"Himlayan Road / Drakar Intersection, Quezon City",LTFRB_4454,"Gen. A Luna St, Taguig City, Manila",01:30:20,9,74,5420.0
LTFRB_1806,"G Tuazon, Manila",LTFRB_2337,"Quirino Ave / 16th St Intersection, Parañaque City, Manila",00:51:22,12,34,3082.0
LTFRB_3017,"Dr Sixto Antonio Ave, Pasig City, Manila",LTFRB_3577,"J.P. Rizal St, Antipolo City, Manila",01:07:48,7,74,4068.0
LTFRB_1087,"Road 3, Quezon City",LTFRB_3559,"San Jose St,  Antipolo City, Manila",01:42:57,14,84,6177.0
LTFRB_2460,"Emilio Aguinaldo Hwy, Silang, Manila",LTFRB_784,"Quirino Highway, Calcoocan City",05:05:24,22,201,18324.0
LTFRB_4792,"M H Del Pilar, Malabon City",LTFRB_911,"MH del Pilar Street, Rodriguez",02:17:40,11,111,8260.0
LTFRB_3253,"San Agustine Ave, Pasig City, Manila",LTFRB_657,North Luzon Expressway / Dulalia Intersection Valenzuela City,02:03:52,12,95,7432.0
LTFRB_1049,"St John of Beverly, Quirino Highway, Quezon City",LTFRB_1706,"Pedro Bukaneg, Manila",01:35:10,11,61,5710.0
LTFRB_2997,"M. Almeda, Pateros, Manila",LTFRB_55,"Land Bank, MacArthur Highway, City of Meycauayan",02:17:17,20,92,8237.0
LTFRB_3904,"Santa Maria Bypass Rd, Santa Maria, Manila",LTFRB_4818,"Sta Maria Public Market, Santa Maria",Infinite,-1,0,inf
LTFRB_1096,"Life Value Clinic, Congressional Avenue, Quezon City",LTFRB_5008,Sucat PNR,Infinite,-1,0,inf
LTFRB_2148,"Ortigas Ave, San Juan, Manila",LTFRB_541,"Zapote Street / Dama de Nocge Street Intersection, Caloocan City",01:43:04,16,76,6184.0
LTFRB_1074,"Mindanao Avenue, Quezon City",LTFRB_911,"MH del Pilar Street, Rodriguez",01:42:12,6,84,6132.0
LTFRB_1325,"Mayon, Quezon City",LTFRB_2152,"Ortigas Ave, San Juan, Manila",00:44:16,7,26,2656.0
LTFRB_2840,"National Hwy, Biñan City, Manila",LTFRB_4447,"Matapang, Quezon City, Manila",03:10:40,16,112,11440.0
LTFRB_113,"Rizal Avenue / Jose Abad Santos Avenue Interchange, Caloocan City",LTFRB_3330,"Manila East Rd, Angono, Manila",02:13:06,12,86,7986.0
LTFRB_4257,"Governor's Dv, Dasmariñas City, Manila",LTFRB_570,"Novastop, Quirino Highway, Caloocan City",04:29:48,20,179,16188.0
LTFRB_3912,"Norzagaray-Santa Maria Rd, Santa Maria, Manila",LTFRB_4076,"Bulacan Standard Academy, City of San Jose del Monte, Manila",01:10:13,2,65,4213.0
LTFRB_3358,"E Bank Rd, Taytay, Manila",LTFRB_3431,"Ortigas Ave, Pagis City, Manila",00:22:07,1,16,1327.0
LTFRB_2171,"Main Ave / 10th Ave Intersection, Quezon City, Manila",LTFRB_3749,"J. P. Rizal St, Marikina City, Manila",00:36:33,7,27,2193.0
LTFRB_2646,"Alabang-Zapote Road, Muntinlupa City, Manila",LTFRB_4034,"Quirino Highway, City of San Jose del Monte, Manila",04:48:54,25,164,17334.0
LTFRB_1244,"Epifanio de los Santos Avenue / North Avenue Intersection, Quezon City",LTFRB_2240,"V. Luna Ave / Kalayaan Ave Intersection, Quezon City, Manila",00:19:09,1,15,1149.0
LTFRB_2047,"Villarica St / A. Mabini Intersection, Mandaluyong City, Manila",LTFRB_379,"Timoteo Paez Integrated School, Rodriguez, Manila",00:49:18,10,25,2958.0
LTFRB_4190,"Congressional Rd / Southwoods Av, Binam City, Manila",LTFRB_638,"Bagbaguin Elementary School, Genteral Luis, Caloocan City",04:03:12,21,129,14592.0
LTFRB_2578,"Near Salawag Elementary School, Molino-Paliparan Rd, Lungsod ng Dasmariñas, Manila",LTFRB_2895,"E Service Rd, Parañaque City, Manila",02:02:34,6,76,7354.0
LTFRB_2381,"Dr A. Santos Ave, Parañaque City, Manila",LTFRB_3273,"A. Sandoval Ave, Pasig City, Manila",02:00:24,4,96,7224.0
LTFRB_2711,"Starmall Footbridge, Starmall Starmall Service Rd, Muntinlupa City, Manila",LTFRB_2904,"South Luzon Expressway, Taguig City, Manila",00:46:35,3,17,2795.0
LTFRB_2050,"Shaw Blvd / Luna Mencias Intersection, Mandaluyong City, Manila",LTFRB_3208,"Eulogio Rodriguez Jr Ave / Doña Julia Vargas Ave Intersection, Pasig City, Manila",00:24:05,2,14,1445.0
LTFRB_4388,"Dahlia / Rosal, Caloocan City, Manila",LTFRB_725,Maysan Road / Llenado Compound Intersection Valenzuela City,01:12:38,5,60,4358.0
LTFRB_3387,"Manila Road East, Taytay, Manila",LTFRB_4,"Ultra Mega Market, MacArthur Highway Balagtas",03:42:01,18,153,13321.0
LTFRB_1107,"Ambuklao, Quezon City",LTFRB_2968,"M. L. Quezon St, Taguig City, Manila",01:53:08,9,91,6788.0
LTFRB_3988,"Catmon Barangay Hall, Santa Maria, Manila",LTFRB_4091,"San Jose del Monte - Marilao Rd, City of San Jose del Monte, Manila",00:51:32,2,44,3092.0
LTFRB_2824,"National Hwy, Santa Rosa City, Manila",LTFRB_308,"Caloocan High School, A. Del Mundo Street, Caloocan City",03:39:04,19,119,13144.0
LTFRB_3712,"Felix Ave, Cainta, Manila",LTFRB_647,"Lakandula / Kabiling Intersection, Valenzuela City",01:50:00,8,88,6600.0
LTFRB_1488,"Laong Laan, Manila",LTFRB_4738,"Masaya, Quezon City",Infinite,-1,0,inf
LTFRB_4233,"MRT-3 Ortigas Station, Epifanio de los Santos Av, Mandaluyong City, Manila",LTFRB_473,"Brighton School, Quirino Highway, City of San Jose del Monte",02:09:51,14,93,7791.0
LTFRB_4195,"Robinsons Nova Supermarket, Quirino Highway, Caloocan City, Manila",LTFRB_987,"Commonwealth Avenue / Kalayaan A Intersection, Quezon City",00:32:19,5,12,1939.0
LTFRB_3602,"Sumulong Hwy, Antipolo City, Manila",LTFRB_3676,"Un-named road near Marcos Hwy, Antipolo City, Manila",00:46:45,1,42,2805.0
LTFRB_2777,"Governor's Drive, Carmona, Manila",LTFRB_3915,"Norzagaray-Santa Maria Rd, Santa Maria, Manila",05:49:17,21,205,20957.0
LTFRB_1869,"New Panaderos / Old Panaderos Intersection, Manila",LTFRB_4127,"San Jose del Monte - Marilao Rd / M San Juan St, Marilao, Manila",02:16:14,11,100,8174.0
LTFRB_1888,"Jesus, Manila",LTFRB_221,"Governor Pascual, City of Navotas",00:56:17,11,33,3377.0
LTFRB_1406,"Sitio San Roque / Central Terminal Road Intersection, Agham (North Triangle), Quezon City",LTFRB_3068,"Carlos P. Garcia Ave, Makati City, Manila",01:05:15,7,57,3915.0
LTFRB_3502,"Alberts St, Antipolo City, Manila",LTFRB_3978,"Santa Maria San Jose Rd, Santa Maria, Manila",04:32:11,16,222,16331.0
LTFRB_2767,"Governor's Drive / Congressional Rd Intersection, Carmona, Manila",LTFRB_460,"Sta. Maria - Tungkong Mangga Rd, City of San Jose del Monte",05:07:06,29,158,18426.0
LTFRB_2841,"Malvar St / National Hwy Intersection, Biñan City, Manila",LTFRB_3233,"Elizco Rd, Pateros, Manila",02:20:58,11,106,8458.0
LTFRB_3353,"E Bank Rd, Taytay, Manila",LTFRB_615,"Topaz, Caloocan City",02:08:59,14,98,7739.0
LTFRB_2627,"Manuel L. Quezon, Muntinlupa City, Manila",LTFRB_791,"Quirino Highway, Quezon City",03:06:38,25,100,11198.0
LTFRB_1954,"Skyway, Makati City, Manila",LTFRB_693,"Maycauayan Camalig, City of Meycauayan",02:20:57,11,102,8457.0
LTFRB_143,"Palasan Chapel, M H Del Pilar, Kapitan Viilila, Obando, Valenzuela City",LTFRB_3608,"Sumulong Hwy, Antipolo City, Manila",02:12:42,14,97,7962.0
LTFRB_2538,"Palico Daanan / Molino Rd Intersection, Bacoor City, Manila",LTFRB_4030,"Dr Eduardo V. Roquero Sr. Rd / Querino Highway, City of San Jose del Monte, Manila",04:44:52,19,188,17092.0
LTFRB_1554,"Jose Abad Santos Ave., Manila",LTFRB_3254,"Elpidio Santos, Pasig City, Manila",01:13:34,8,46,4414.0
LTFRB_236,"M. Naval, City of Navotas",LTFRB_4462,"MRT-3 Boni Ave Station , Epifanio de los Santos Ave / Pinatubo, Makati City, Manila",01:35:36,8,54,5736.0
LTFRB_2361,"Ninoy Aquino Ave, Lungsod ng Pasay, Manila",LTFRB_3170,"Mayflower, Mandaluyong City, Manila",00:55:33,8,32,3333.0
LTFRB_1568,"T. Mapua, Manila",LTFRB_1623,"Magallanes Dr, Manila",00:07:07,1,7,427.0
LTFRB_4197,"MMDA EDSA-Central Terminal Bus Station Northbound, Quezon City, Manila",LTFRB_4550,"Daang Reyna, Montinlupa City",03:08:47,14,112,11327.0
LTFRB_2200,"Don Quintin Paredes High School, Anonas, Quezon City, Manila",LTFRB_2640,"Yellow Station, South Station Complex Spectrum Midway Extension,  Muntinlupa City, Manila",02:14:43,12,72,8083.0
LTFRB_2382,"Dr A. Santos Ave / N Lopez Ave Intersection, Parañaque City, Manila",LTFRB_727,"Dona Rosario, Quezon City",02:37:52,15,101,9472.0
LTFRB_2509,"Emilio Aguinaldo Hwy, Lungsod ng Dasmariñas, Manila",LTFRB_287,"M. Naval, Malabon City",03:51:20,14,148,13880.0
LTFRB_1066,"Mindanao Avenue, Quezon City",LTFRB_2971,"M. L. Quezon St / Pangilinan Intersection, Taguig City, Manila",01:44:17,9,89,6257.0
LTFRB_124,"New Bypass Road, Santa Maria",LTFRB_851,"Fairlane / Dahlia Intersection, Quezon City",02:10:39,12,84,7839.0
LTFRB_3161,"De Los Santos / M. Concepcion Ave Intersection, Pateros, Manila",LTFRB_41,"St Mary's College, MacArthur Highway, City of Meycauayan",02:17:51,19,95,8271.0
LTFRB_2092,"Doña M. Hemady Ave / Ramon Magsaysay Blvd Intersection, Quezon City, Manila",LTFRB_3490,"Roman Rojas Rd, Teresa, Manila",01:57:11,12,111,7031.0
LTFRB_3170,"Mayflower, Mandaluyong City, Manila",LTFRB_3698,FVR Rd / FVR Rd,00:47:24,8,34,2844.0
LTFRB_273,"Letre Road, Malabon City",LTFRB_3087,"Un-named road near 34th street, Taguig City, Manila",01:33:47,13,62,5627.0
LTFRB_2431,"Emilio Aguinaldo Hwy, Imus, Manila",LTFRB_2477,"Emilio Aguinaldo Hwy, Bacoor City, Manila",00:32:16,0,23,1936.0
LTFRB_1441,"Ferdinand Blumentritt / Felix Huertas Intersection, Quezon City",LTFRB_3115,"10th Ave, Taguig City, Manila",01:06:11,8,36,3971.0
LTFRB_1074,"Mindanao Avenue, Quezon City",LTFRB_3417,"5th Avenue, Pagis City, Manila",01:10:55,11,61,4255.0
LTFRB_2156,"Road 6, San Juan, Manila",LTFRB_4231,"Epifanio de los Santos Av, Mandaluyong City, Manila",00:16:42,3,18,1002.0
LTFRB_2876,"National Hwy, Muntinlupa City, Manila",LTFRB_3687,"Marian Memorial Chapels, Marcos Hwy, Antipolo City, Manila",02:18:54,9,109,8334.0
LTFRB_2390,"Dr A. Santos Ave / President's Ave Intersection, Parañaque City, Manila",LTFRB_3315,"Manila East Rd, Binangonan, Manila",02:48:42,13,98,10122.0
LTFRB_1323,"Mayon / Don Manuel Agregado Intersection, Quezon City",LTFRB_3803,"Sumulong Hwy, Antipolo City, Manila",01:11:25,9,53,4285.0
LTFRB_2408,"Quirino Ave, Las Piñas City, Manila",LTFRB_3201,"Ortigas Ave, Pasig City, Manila",01:29:53,9,53,5393.0
LTFRB_2402,"Terminal 1 Arrivals Area Rd, Ninoy Aquino International Airport,  Parañaque City, Manila",LTFRB_3382,"Manila Road East, Taytay, Manila",02:03:35,15,80,7415.0
LTFRB_2533,"Molino Rd, Bacoor City, Manila",LTFRB_3882,"The Gallery Building, Quezon City, Manila",02:05:22,11,68,7522.0
LTFRB_1899,"President Quirino Ave / Angel Linao Intersection, Manila",LTFRB_825,Commonwealth Avenue / Mindanao Drive Intersection Quezon City,01:54:29,15,83,6869.0
LTFRB_3389,"Rizal Avenue, Taytay, Manila",LTFRB_4494,"Dumulay, Quezon City, Manila",02:09:09,12,92,7749.0
LTFRB_2082,"Eulogio Rodriguez Sr. Ave / Balete Dr Intersection, Quezon City, Manila",LTFRB_58,"ET Pacific, MacArthur Highway, City of Meycauayan",01:29:10,8,60,5350.0
LTFRB_1850,"N.Domingo,  San Juan, Manila",LTFRB_3394,"Rizal Ave / Gonzaga Intersection, Taytay, Manila",01:07:37,5,44,4057.0
LTFRB_2533,"Molino Rd, Bacoor City, Manila",LTFRB_623,"Genteral Luis / Pasacola Road Intersection, Caloocan City",02:59:51,14,118,10791.0
LTFRB_4075,"Seventh Day Adventist Church, City of San Jose del Monte, Manila",LTFRB_64,"Mananday Tricycle and Pedicab Terminal, MacArthur Highway, Malanday, Valenzuela City",02:14:01,6,119,8041.0
LTFRB_1089,"Road 3, Quezon City",LTFRB_1911,"Zobel Roxas Ave / Madre Perla Intersection, Manila",01:22:22,10,58,4942.0
LTFRB_1171,"Quirino Highway near Maximina Intersection, Quezon City",LTFRB_4586,"Commerce Avenue, Montinlupa City",02:37:00,18,57,9420.0
LTFRB_2874,"National Hwy, Muntinlupa City, Manila",LTFRB_432,"Un-named Road, City of San Jose del Monte",04:25:26,25,144,15926.0
LTFRB_2261,"Tandang Sora Ave, Quezon City, Manila",LTFRB_4650,"Nueve du Febrero, Mandaluyong City",01:10:00,9,60,4200.0
LTFRB_2301,"Roxas Blvd / Redemptorist Road Intersection, Parañaque City, Manila",LTFRB_2401,"Maria, Parañaque City, Manila",00:21:13,3,12,1273.0
LTFRB_2900,"DBP Ave, Taguig City, Manila, Manila",LTFRB_3434,"Ortigas Ave, Pagis City, Manila",01:17:31,7,43,4651.0
LTFRB_3931,"Norzagaray-Santa Maria Rd, Santa Maria, Manila",LTFRB_440,"Quirino Highway, City of San Jose del Monte",02:08:46,2,122,7726.0
LTFRB_3383,"Manila Road East, Taytay, Manila",LTFRB_4467,"Sierra Madre / Sultan, Makati City, Manila",01:03:33,9,45,3813.0
LTFRB_3864,"M. Tuazon St, Marikina City, Manila",LTFRB_4475,"P. Oliveros St, Antipolo City, Manila",01:19:54,8,67,4794.0
LTFRB_4307,"Susana Heights Toll Gate, Susana Heights Access Rd, Muntinlupa City, Manila",LTFRB_4944,Baclaran LRT,Infinite,-1,0,inf
LTFRB_1873,"Pedro Gil / Fabie Intersection, Manila",LTFRB_514,"Barugo, Caloocan City",01:57:30,18,81,7050.0
LTFRB_1402,"Quezon Avenue (North Triangle), Quezon City",LTFRB_486,"St Joseph, City of San Jose del Monte",01:41:58,14,66,6118.0
LTFRB_2171,"Main Ave / 10th Ave Intersection, Quezon City, Manila",LTFRB_2520,"Molino Rd, Bacoor City, Manila",01:55:56,13,82,6956.0
LTFRB_2,"STI College, MacArthur Highway, Balagtas",LTFRB_2111,"Judge Damien Jimenez / Kamuning Rd, Quezon City, Manila",02:33:46,14,119,9226.0
LTFRB_174,"Panghulo Chapel, Flamengco Street, Malabon City",LTFRB_814,"Regalado Highway, Quezon City",01:46:23,12,83,6383.0
LTFRB_310,"A. Del Mundo Street / 6th Avenue West Intersection, Caloocan City",LTFRB_3244,"Caruncho Ave, Pasig City, Manila",01:23:58,11,51,5038.0
LTFRB_3280,"Ortigas Ave, Pasig City, Manila",LTFRB_3718,"Sta. Lucia East Grand Mall, un-named road near Felix Road, Cainta, Manila",00:38:06,3,25,2286.0
LTFRB_3227,"Gen.Natividad, Taguig City, Manila",LTFRB_788,"Quirino Highway / La Mesa Road Intersection, Calcoocan City",02:17:54,20,108,8274.0
LTFRB_1877,"President Quirino Ave, Manila",LTFRB_4101,"Our Lady of Mercy Quasi Parish, Marilao, Manila",02:31:04,10,118,9064.0
