stop_id,closeness_centrality,stop_name,stop_lat,stop_lon
LTFRB_1784,0.00021341655014129105,"Quezon Bridge, Manila",14.5952,120.981
LTFRB_2122,0.0002133937063301605,"Kamias Rd / Kalayaan Ave Intersection, Quezon City, Manila",14.6332,121.054
LTFRB_1077,0.00021332608853702307,"SM Hypermarket, North Avenue, Quezon City",14.6548,121.034
LTFRB_1575,0.00021332087997345584,"Dr. Jose Fabella Memorial Hospital, Felix Huertas, Manila",14.6069,120.984
LTFRB_1284,0.00021331442792650723,"Jehovah's Witness Watchtower Branch Office, Roosevelt Avenue, Quezon City",14.6417,121.017
LTFRB_4223,0.00021331155183857887,"Epifanio de los Santos Av, Quezon City, Manila",14.6031,121.059
LTFRB_1536,0.0002133107162329774,"San Lazaro / Oroquieta Intersection, Manila",14.6143,120.984
LTFRB_4236,0.00021327493707979476,"MMDA EDSA Starmall- Shaw Bus Terminal Southbound, Mandaluyong City, Manila",14.5823,121.055
LTFRB_2174,0.00021327079940207668,"General Romulo Ave ,Quezon City, Manila",14.6216,121.057
LTFRB_1014,0.00021324512219428183,"Elliptical Rd / North Avenue Intersection, Quezon City",14.6514,121.047
LTFRB_1481,0.000213242082903859,"Oroquieta, Manila",14.6163,120.984
LTFRB_4441,0.00021323923789580456,"Sgt J. Catolos / Don Alfredo Egea, Quezon City, Manila",14.6253,121.044
LTFRB_1549,0.00021322017927068228,"Teodora Alonzo / Claro M. Recto Ave Intersection, Manila",14.6044,120.979
LTFRB_1293,0.00021320481251930646,"Roosevelt Avenue / Road B Intersection, Quezon City",14.6555,121.019
LTFRB_1541,0.00021319289340633032,"Jose R. Reyes Memorial Medical Center, Quiricada, Manila",14.6132,120.982
LTFRB_1574,0.0002131835279374669,"Valariano Fugoso, Manila",14.6039,120.982
LTFRB_1385,0.00021318297476970616,"St Vincent School, West Avenue / Catanduanes Intersection Quezon City",14.6496,121.029
LTFRB_1622,0.0002131713103917668,"Padre Burgos St, Manila",14.5938,120.98
